tweet_id,hashtags,date,img_urls,video_url,replies,reply_to_users,retweets,links,user_mentions
1272311908788469762,"['coronavirus', 'perguntacorona']",2020-06-14T23:36:12,[],,1,[],1,[],[]
1272155458560839680,['perguntacorona'],2020-06-14T13:14:31,[],,0,[],0,[],[]
1272311908788469762,"['coronavirus', 'perguntacorona']",2020-06-14T23:36:12,[],,1,[],1,[],[]
1272155458560839680,['perguntacorona'],2020-06-14T13:14:31,[],,0,[],0,[],[]
1274336403267223556,"['JuntosContraOVírus', 'Covid_19', 'perguntacorona', 'coronavirusnobrasil', 'combateaocoronavirus']",2020-06-20T13:40:49,[],,0,[],0,[],[]
1273618166581571586,['Perguntacorona'],2020-06-18T14:06:48,[],,0,"[{'screen_name': 'AtilaDeixou', 'user_id': '1256672516564815874'}]",0,[],[]
1273617571028389888,"['Codid19', 'combateaocoronavirus', 'coronavirusbrasil', 'coronavirus', 'coronavirus2020', 'COVID', 'coronavirusbrazil', 'coronavírusbrasil', 'coronavirusnobrasil', 'coronavírus', 'quarentena', 'perguntacorona']",2020-06-18T14:04:26,['https://pbs.twimg.com/media/EazMbUDXsAACZHy.jpg'],,1,[],0,[],[]
1274336403267223556,"['JuntosContraOVírus', 'Covid_19', 'perguntacorona', 'coronavirusnobrasil', 'combateaocoronavirus']",2020-06-20T13:40:49,[],,0,[],0,[],[]
1273618166581571586,['Perguntacorona'],2020-06-18T14:06:48,[],,0,"[{'screen_name': 'AtilaDeixou', 'user_id': '1256672516564815874'}]",0,[],[]
1273617571028389888,"['Codid19', 'combateaocoronavirus', 'coronavirusbrasil', 'coronavirus', 'coronavirus2020', 'COVID', 'coronavirusbrazil', 'coronavírusbrasil', 'coronavirusnobrasil', 'coronavírus', 'quarentena', 'perguntacorona']",2020-06-18T14:04:26,['https://pbs.twimg.com/media/EazMbUDXsAACZHy.jpg'],,1,[],0,[],[]
1266857020575154178,['perguntacorona'],2020-05-30T22:20:25,[],,0,"[{'screen_name': 'RedeGlobo', 'user_id': '18219976'}]",0,[],[]
1266730915222433792,"['TIJUCA', 'RJTV', 'perguntacorona', 'covid19', 'live', 'futebol']",2020-05-30T13:59:19,[],,0,[],0,[],['@LeiSecaRJ']
1266720198435971073,"['EDeCasa', 'perguntacorona']",2020-05-30T13:16:44,['https://pbs.twimg.com/media/EZRLMDRXkAE1b5k.jpg'],,0,[],0,[],[]
1266718925540261888,['perguntacorona'],2020-05-30T13:11:41,[],,0,[],0,['https://twitter.com/mariacmdias2/status/1266718580567048193'],[]
1266513894694141952,['perguntacorona'],2020-05-29T23:36:57,[],,0,[],0,[],[]
1266511924172333057,['perguntacorona'],2020-05-29T23:29:08,[],,0,[],0,[],[]
1266400643897610241,"['quarentena', 'CoronavirusPlantao', 'perguntacorona', 'Edicao12', 'bahiameiodia', 'FiqueEmCasa']",2020-05-29T16:06:56,[],,0,[],0,[],[]
1265679579265609731,"['PlantãoDaSaúde', 'endocrinologista', 'FCMSCSP', 'DistúrbiosEndócrinos', 'covid19', 'Coronavírus', 'Quarentena', 'PerguntaCorona', 'FiqueEmCasa', 'SantaCasahttps']",2020-05-27T16:21:41,[],,0,[],1,['https://www.tvgazeta.com.br/videos/relacao-entre-disturbios-endocrinos-e-a-covid-19-26-05-20/'],[]
1265314929856430080,['perguntacorona'],2020-05-26T16:12:42,"['https://pbs.twimg.com/media/EY9NNxHXgAEWlE2.jpg', 'https://pbs.twimg.com/media/EY9NNzhWAAARNLK.jpg', 'https://pbs.twimg.com/media/EY9NNyoWAAIquJ7.jpg', 'https://pbs.twimg.com/media/EY9NNzHWsAE1hcF.jpg']",,0,[],0,[],[]
1265269053075136514,['perguntacorona'],2020-05-26T13:10:24,[],,0,[],0,[],[]
1265267317375672321,"['COVID__19', 'perguntacorona']",2020-05-26T13:03:30,[],,0,[],0,[],[]
1265039195745255424,"['perguntacorona', 'covid19', 'coronavirus']",2020-05-25T21:57:02,[],,0,[],0,[],[]
1264992138309312512,"['DragonBallSuper', 'DragonBall', 'perguntacorona']",2020-05-25T18:50:02,[],,0,[],1,[],[]
1264952398226829314,['perguntacorona'],2020-05-25T16:12:08,[],,0,[],0,[],[]
1266857020575154178,['perguntacorona'],2020-05-30T22:20:25,[],,0,"[{'screen_name': 'RedeGlobo', 'user_id': '18219976'}]",0,[],[]
1266730915222433792,"['TIJUCA', 'RJTV', 'perguntacorona', 'covid19', 'live', 'futebol']",2020-05-30T13:59:19,[],,0,[],0,[],['@LeiSecaRJ']
1266720198435971073,"['EDeCasa', 'perguntacorona']",2020-05-30T13:16:44,['https://pbs.twimg.com/media/EZRLMDRXkAE1b5k.jpg'],,0,[],0,[],[]
1266718925540261888,['perguntacorona'],2020-05-30T13:11:41,[],,0,[],0,['https://twitter.com/mariacmdias2/status/1266718580567048193'],[]
1266513894694141952,['perguntacorona'],2020-05-29T23:36:57,[],,0,[],0,[],[]
1266511924172333057,['perguntacorona'],2020-05-29T23:29:08,[],,0,[],0,[],[]
1266400643897610241,"['quarentena', 'CoronavirusPlantao', 'perguntacorona', 'Edicao12', 'bahiameiodia', 'FiqueEmCasa']",2020-05-29T16:06:56,[],,0,[],0,[],[]
1265679579265609731,"['PlantãoDaSaúde', 'endocrinologista', 'FCMSCSP', 'DistúrbiosEndócrinos', 'covid19', 'Coronavírus', 'Quarentena', 'PerguntaCorona', 'FiqueEmCasa', 'SantaCasahttps']",2020-05-27T16:21:41,[],,0,[],1,['https://www.tvgazeta.com.br/videos/relacao-entre-disturbios-endocrinos-e-a-covid-19-26-05-20/'],[]
1265314929856430080,['perguntacorona'],2020-05-26T16:12:42,"['https://pbs.twimg.com/media/EY9NNxHXgAEWlE2.jpg', 'https://pbs.twimg.com/media/EY9NNzhWAAARNLK.jpg', 'https://pbs.twimg.com/media/EY9NNyoWAAIquJ7.jpg', 'https://pbs.twimg.com/media/EY9NNzHWsAE1hcF.jpg']",,0,[],0,[],[]
1265269053075136514,['perguntacorona'],2020-05-26T13:10:24,[],,0,[],0,[],[]
1265267317375672321,"['COVID__19', 'perguntacorona']",2020-05-26T13:03:30,[],,0,[],0,[],[]
1265039195745255424,"['perguntacorona', 'covid19', 'coronavirus']",2020-05-25T21:57:02,[],,0,[],0,[],[]
1264992138309312512,"['DragonBallSuper', 'DragonBall', 'perguntacorona']",2020-05-25T18:50:02,[],,0,[],1,[],[]
1264952398226829314,['perguntacorona'],2020-05-25T16:12:08,[],,0,[],0,[],[]
1269649854772502529,"['coronavirus', 'brasil', 'perguntacorona']",2020-06-07T15:18:08,[],,0,[],3,[],[]
1269422984319700995,"['JuntosContraoVirus', 'covid19brasil', 'perguntacorona']",2020-06-07T00:16:38,[],,1,[],0,[],[]
1268709298781159424,"['perguntacorona', 'globo', 'covid']",2020-06-05T01:00:42,['https://pbs.twimg.com/media/EZtcYdgWoAAJjyr.jpg'],,0,[],0,[],"['@alcione', '@flamengo', '@gabigolpic.twitter.com/WD9FwkLsCX']"
1268694330547621890,"['perguntacorona', 'globo', 'covid']",2020-06-05T00:01:14,['https://pbs.twimg.com/media/EZtOxORWsAc62oM.jpg'],,0,[],0,[],"['@alcione', '@flamengo', '@gabigolpic.twitter.com/6TWivdz835']"
1268679234224078850,"['perguntacorona', 'globo', 'covid']",2020-06-04T23:01:15,['https://pbs.twimg.com/media/EZtBCe_WkAIjstV.jpg'],,0,[],0,[],"['@alcione', '@flamengo', '@gabigolpic.twitter.com/YyosxODpHI']"
1268664166690275329,"['perguntacorona', 'globo', 'covid']",2020-06-04T22:01:22,['https://pbs.twimg.com/media/EZszVcVXQAA8GCu.jpg'],,0,[],0,[],"['@alcione', '@flamengo', '@gabigolpic.twitter.com/YDtRMvjH0L']"
1268649220325736454,"['perguntacorona', 'globo', 'covid']",2020-06-04T21:01:59,['https://pbs.twimg.com/media/EZslvdJXsAAOO3l.jpg'],,0,[],0,[],"['@alcione', '@flamengo', '@gabigolpic.twitter.com/BDQfvfHppQ']"
